id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,phone,website_url,longitude,latitude
d27ecf76-ef81-490d-b85a-cf55b7cecbab,Avling Kitchen & Brewery,brewpub,1042 Queen Street East,,,Toronto,Ontario,M4M1K4,Canada,(416) 469-1010,https://www.avling.ca/,-79.3382654,43.6617372
498bf37e-252d-449e-af2c-3dbd35460466,Bad Apple Brewing Co.,micro,190 Manitoba St,,,Bracebridge,Ontario,P1L 2E3,Canada,,http://badapplebrewingco.ca,,
3d7cac6c-0768-4811-992c-3db8664e5cce,Bandit Brewery,brewpub,2125 Dundas Street West,,,Toronto,Ontario,M6R1X1,Canada,(647) 348-1002,http://banditbrewery.ca/,-79.4496121,43.65245099999999
4ba45fde-0a24-46bd-8bfc-d83b29e27c0e,Bar Volo,micro,17 St. Nicholas Street,,,Toronto,Ontario,M4Y1W5,Canada,(416) 531-8818,https://barvolo.com/,-79.3855352,43.66556340000001
cc639400-030e-4c56-847a-389d6d81bc97,Barley Days Brewery,micro,13730 Loyalist Pkwy,,,Picton,Ontario,K0K 2T0,Canada,6137767600.0,https://www.barleydaysbrewery.com,,
fb2b0bca-8849-4d19-a8cd-f044cbf1fe55,Barnstormer Brewing Co.,brewpub,28 Dunlop St E,,,Barrie,Ontario,L4M 1A4,Canada,7057353756.0,https://www.barnstormerbrewing.com,,
6885d1ac-13d1-42ff-ac3d-2f866bedf605,Bayside Brewing Co.,micro,225 Christina St N,,,Sarnia,Ontario,N7T 5T7,Canada,,http://baysidebrewing.com,,
204cdaa7-75b2-43dd-b8af-b63c9a7961dd,Beau's All Natural Brewing Co.,micro,10 Terry Fox Dr,,,Vankleek Hill,Ontario,K0B 1R0,Canada,6136785444.0,https://beaus.ca,,
cf59373a-0f44-48dc-976f-2b92064e8df1,Belgian Moon,micro,28 Bathurst Street,,,Toronto,Ontario,M5V0R4,Canada,416-384-9987,https://www.bluemooncanada.ca/en-CA,-79.40217,43.64096000000001
78a81456-1f2c-4d09-ba3a-0672073e82c0,Bellwoods Brewing - Hafis,micro,20 Hafis Rd,,,Toronto,Ontario,M6M2V7,Canada,416.535.4586,http://www.bellwoodsbrewery.com/,-79.4693734,43.70675820000001
a22f3a90-0025-4f67-8d76-fc4e7df45ce5,Bellwoods Brewing - Ossington,micro,124 Ossington,,,Toronto,Ontario,M6J2Z5,Canada,416.535.4586,http://www.bellwoodsbrewery.com/,-79.4201617,43.64706530000001
9d994a2e-256e-48c8-ad38-d69aa67996bb,Beyond the Pale Brewing Company,micro,403 Churchill Ave N,,,Ottawa,Ontario,K1Z 5C2,Canada,6132803822.0,http://beyondthepale.ca,,
ec5747af-b192-4ca5-b875-285b25d69f61,Bickford Brewing Co,micro,292A Harbord Street,,,Toronto,Ontario,M6G1G6,Canada,,https://bickfordbrewing.ca/,-79.4151848,43.66053049999999
3175793e-d45a-4519-9a82-82f525bb7f54,Bicycle Craft Brewery,micro,1840 St Joseph Blvd,,,Ottawa,Ontario,K1C 7E6,Canada,,http://www.bicyclecraftbrewery.ca,,
b6988045-ad5b-4efd-863f-27b605894ea7,Big Rig Brewery,brewpub,2750 Iris St,,,Ottawa,Ontario,K2C 1E5,Canada,6137260100.0,http://bigrigbrewery.com,,
80cd321c-30c3-4656-b6b0-ee643cd9b85f,Black Lab Brewing,micro,818 Eastern Avenue,,,Toronto,Ontario,M4L1A1,Canada,(647) 352-2525,http://www.blacklab.beer/,-79.32907,43.66188710000001
b201fa1b-71b9-4160-9d23-941fe2f57066,Block Three Brewing Company,micro,100 Victoria St N,,,Kitchener,Ontario,N2H 2A9,Canada,,https://www.blockthreebrewing.com,,
dad58dd9-384e-4e86-a03a-6655461fe1a1,Blood Brothers Brewing,micro,165 Geary Avenue,,,Toronto,Ontario,M6H2B8,Canada,(647) 628.6062,http://www.bloodbrothersbrewing.com/,-79.4361871,43.6698595
fdb77a16-2e71-4c16-8158-fbe65870b7b3,Bobcaygeon Brewing Company,micro,26 King St E,,,Bobcaygeon,Ontario,K0M 1A0,Canada,,http://bobcaygeonbrewing.ca,,
020c681e-a4f5-4616-99e9-0e78cff9e994,Boshkung Brewing Co.,micro,1012 Loop Rd,,,Algonquin Highlands,Ontario,K0M 1J1,Canada,7053585855.0,http://boshkungbrewing.com,,
35966c1a-739e-4633-a101-b0e8514a2735,Brew Windsor,micro,683 Ouellette Ave,,,Windsor,Ontario,N9A 1C3,Canada,,http://brewwindsor.com,,
9803341b-2108-4250-9d1e-27132bfa4946,Broadhead Brewing Co.,micro,1121 Cyrville Rd,,,Ottawa,Ontario,K1J 7S3,Canada,,http://broadheadbeer.com,,
649336ec-68f5-4c35-90cb-6d32af27abfa,Brock Street Brewing Company,micro,1 Industrial Blvd Unit 7,,,Whitby,Ontario,L1N 9L5,Canada,,http://www.brockstreetbrewing.com,,
1b8f8c76-22dc-4f27-8fec-5bae8e375b03,Brunswick Bierworks,micro,25 Curity Avenue,,,Toronto,Ontario,M4B3M2,Canada,(416) 285-1269,http://www.brunswickbierworks.com/,-79.3168415,43.7101335
83e1ee94-fb72-46d7-a735-59dac13ec7c5,Burdock,brewpub,1184 Bloor Street West,,,Toronto,Ontario,M6H1N2,Canada,(416) 546-4033,http://burdockto.com,-79.4379359,43.65965490000001
dd0c39dc-2ce7-4c06-8211-1558b6d4f245,Burdock Kensington,brewpub,6 Denison Square,,,Toronto,Ontario,M5T1K8,Canada,(416) 596-9981,http://burdockto.com,-79.4021605,43.6538722
266a97b9-5013-4012-bc9f-c27c7f8a5d13,Calabogie Brewing Co.,brewpub,574 Mill St,,,Calabogie,Ontario,K0J 1H0,Canada,6137523478.0,http://calabogiebrewingco.ca,,
5c42832e-86d1-43e6-b033-88ed83f83d3d,Cameron's Brewing Company,micro,1165 Invicta Dr,,,Oakville,Ontario,L6H 4M1,Canada,9058450911.0,https://www.cameronsbrewing.com,,
a1a8b451-fe84-43f7-a00c-46059c5a889d,Cassel Brewery,micro,250 Casselholme Dr,,,North Bay,Ontario,P1B 4N2,Canada,,http://casselbrewery.ca,,
bdc242cd-47eb-4191-8993-f89bb066c010,Cheetah International Brewers,micro,12-75 Milliken Road,,,Toronto,Ontario,M1V2R3,Canada,(416) 292-3434,http://www.cheetahbeer.com/,-79.29556800000002,43.807485100000015
def30ac0-737d-435e-b764-88f252f8ad5d,Church Key Brewing,micro,1678 Glanmire Rd,,,Campbellford,Ontario,K0L 1L0,Canada,7054572561.0,http://www.churchkeybrewing.com,,
32ce7740-35df-499c-ba53-48bc27eb8541,Clear Lake Brewing Co.,micro,26 Quebec St,,,Bracebridge,Ontario,P1L 1Y7,Canada,,http://clearlakebrewing.co,,
0812a781-7b7d-4adb-9082-2294475d2a05,Clifford Brewing Co.,micro,330 Burlington St E,,,Hamilton,Ontario,L8L 4H8,Canada,9055232337.0,http://www.cliffordbrewing.com,,
3c2f51f5-00c0-4614-b170-ab52cdf5c1b2,Collective Arts Brewing,micro,207 Burlington St E,,,Hamilton,Ontario,L8L 4H7,Canada,9055404278.0,https://collectiveartsbrewing.com,,
86611dd3-3569-4dcf-ab8b-f6e2d22f58bf,Collective Arts Toronto,micro,777 Dundas Street West,,,Toronto,Ontario,M6J1V2,Canada,,http://collectiveartsbrewing.com/,-79.4073055,43.6518446
0f8c2098-11ae-4273-a1d2-9bcdf91baa9d,Common Good Beer Company,micro,475 Ellesmere Road,,,Toronto,Ontario,M1R4E5,Canada,(416) 639-6579,http://commongoodbeer.com,-79.2957544,43.7617032
f7c271bc-e513-4c70-a806-32a63fdaf7bb,Cool Beer Brewing,micro,164 Evans Avenue,,,Toronto,Ontario,M8Z1J4,Canada,(416) 255-7100,http://coolbeer.com,-79.5106735,43.6192552
04a2327e-0380-44ef-b0c6-94fa84febb06,Cowbell Brewing Co.,micro,40 Blyth St,,,Blyth,Ontario,N0M 1H0,Canada,5195239121.0,https://cowbellbrewing.com,,
1ac75adb-8fc3-41fd-b773-2d0872580539,Crooked Mile Brewing Co.,micro,5010 Timberlea Blvd,,,Mississauga,Ontario,L4W 2S7,Canada,,http://crookedmile.ca,,
00fa7ab2-20f8-47a5-b682-dabf5d7c6ab0,Descendants Beer Co.,micro,44 Victoria St N,,,Kitchener,Ontario,N2H 5C4,Canada,,https://www.descendantsbeer.com,,
dd0ad6d5-7fea-4de2-b838-44cd50c4e18b,Dominion City Brewing Co.,micro,5510 Canotek Rd,,,Ottawa,Ontario,K1J 9J5,Canada,6135686474.0,http://www.dominioncity.ca,,
47e88675-9855-433a-82eb-bb02d9ac1609,Durham Brewing - St. Lawrence Market,micro,91 Front Street East,,,Toronto,Ontario,N9A3Y5,Canada,(416) 867-9499,https://cestwhat.com/,-83.02188,42.3131
9b6b6349-d737-49f0-ad61-ad69f7d9e462,Eastbound Brewing Company,micro,700 Queen Street East,,,Toronto,Ontario,M4M1G9,Canada,(416) 901-1299,http://www.eastboundbeer.com,-79.35019659999999,43.658899000000005
56ee2e0b-8a21-47a6-a247-0e490ca1d0fc,Elora Brewing Company,brewpub,0 Metcalfe St,,,Elora,Ontario,N0B 1S0,Canada,5198468383.0,http://elorabrewingcompany.ca,,
99417f1d-3b8f-4be8-9cf9-c892cc3f50f4,Everyside Brewing,micro,120 Adelaide Street West,100,,Toronto,Ontario,M5H1T1,Canada,,https://www.drinkeveryside.com/,-79.3831224,43.6499291
68ecfe89-fccb-4419-ae21-5fa676e98542,Exchange Brewery,micro,7 Queen St,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056844440.0,http://exchangebrewery.com,,
b8f0ed1a-9410-4b97-b234-7e8ac11843f5,Fairweather Brewing,micro,1 Hess St S,,,Hamilton,Ontario,L8P 3M7,Canada,,http://fairweatherbrewing.com,,
8e0bb058-2e09-43d2-81e7-0744f6123f70,Fixed Gear Brewing Co.,micro,400 Woolwich St,,,Guelph,Ontario,N1H 3W9,Canada,,https://www.fixedgearbrewing.com,,
a8d7fc1c-e8b7-4ace-9d90-11ffb197b04a,Flying Monkeys Craft Brewery,micro,107 Dunlop St E,,,Barrie,Ontario,L4M 1A6,Canada,7057392739.0,http://www.flyingmonkeys.ca,,
b5d9a974-65bb-4ca1-8019-589fb3713cff,Forked River Brewing Company,micro,10 King St,,,London,Ontario,N6A 5T7,Canada,5199856630.0,http://www.forkedriverbrewing.com,,
33fc6a80-6fff-419d-9615-7798e7731892,FRANK Brewing Co.,micro,1604 Lesperance Rd,,,Tecumseh,Ontario,N8N 1Y3,Canada,,http://frankbeer.ca,,
0e48b789-306a-4125-8e8f-8b50fd92e62b,Full Beard Brewing Co.,micro,285 Third Ave,,,Timmins,Ontario,P4N 1E3,Canada,,https://fullbeardbrewing.com,,
90539082-cb3e-473d-b92a-76d56014bc68,Gananoque Brewing Company,micro,185 Mill St,,,Gananoque,Ontario,K7G 2H5,Canada,,http://www.ganbeer.com,,
a6939464-27a9-4f94-b604-ca22a72bf936,Glb Brewpub,brewpub,11 Lower Jarvis,Unit 5-8,,Toronto,Ontario,M5E0C3,Canada,(416) 777-2662,https://www.greatlakesbrewpub.com/,-79.3693187,43.64486230000001
62771ff9-f35b-475e-971a-93a91c7c5978,Godspeed Brewery,micro,242 Coxwell Avenue,,,Toronto,Ontario,M4L3B2,Canada,(416) 551-2282,https://godspeedbrewery.com/,-79.3192704,43.6725153
07bd9a65-2de3-4725-a10f-41c5626721ea,Goldenfield Brewery,micro,71 Sunrise Avenue,,,Toronto,Ontario,M4A1A9,Canada,(833) 388-2337,https://goldenfieldbrewery.com/,-79.3063712,43.71816710000001
2eb3956d-8d81-45a8-b31d-71b3619a4251,GoodLot Farmstead Brewing,micro,4074 Eighteenth Line,,,Orangeville,Ontario,L9W 2Z3,Canada,,http://www.goodlot.beer,,
4047e583-8b15-4dd1-b0c6-5c5a235a79a6,Grain and Grit Beer Co.,micro,10 George St,,,Hamilton,Ontario,L8P 1C8,Canada,,http://www.grainandgritbeer.com,,
5d4d44c6-61ca-47c5-a051-5bcf6d0186d5,Grand River Brewing,micro,37 Wellington St N,,,Cambridge,Ontario,N1R 3B1,Canada,5196232462.0,http://grandriverbrewing.com,,
68f2fda1-4f48-4615-a8d4-ba95906b3da1,Granite Brewery And Tied House,micro,245 Eglinton E,,,Toronto,Ontario,M4P0B3,Canada,(416) 322-0723,http://www.granitebrewery.ca/,-79.38957,43.708176400000006
84b18741-470d-4d6f-943d-908de06fd735,Half Hours on Earth Brewery,micro,97 Albert St,,,Wingham,Ontario,N0G 2W0,Canada,,https://www.halfhoursonearth.com,,
6a14d4d6-d523-456a-b012-12a15e12c050,Halo Brewery,micro,247 Wallace Ave,,,Toronto,Ontario,M6H1V5,Canada,(416) 606-7778,https://halobrewery.com/,-79.4464635,43.661790700000005
afbbdc05-a2ed-4159-8d5e-523f37acb94c,Henderson Brewing Company Inc,micro,128A Sterling Road,,,Toronto,Ontario,M6R2B7,Canada,(416) 535-1212,https://shophendersonbrewing.com/,-79.44562920000001,43.65355380000001
a3c6bb5e-4067-4817-9566-743d74957d65,High Park Brewery,micro,839 Runnymede Road,,,Toronto,Ontario,M6N3V8,Canada,(647) 398-9336,https://highparkbrewery.com/,-79.48343670000001,43.66990659999999
e099cc08-c0e6-4c49-a394-e0abbbf80e1f,Hockley Valley Brewing Co.,micro,793522 3rd Line E,,,Orangeville,Ontario,L9W 0M7,Canada,5194417111.0,http://www.hockleybeer.ca,,
5187bace-e3e6-49ff-85fd-2d999066c15e,Indie Alehouse Eataly - Birroteca,micro,55 Bloor Street West,,,Toronto,Ontario,M4Y1R7,Canada,(416) 760-9691,https://indiealehouse.com/,-79.3881592,43.66920409999999
fee6430c-c720-4e4c-80ab-1fbaf37c4ff3,Junction Craft Brewery,micro,150 Symes Road,,,Toronto,Ontario,M6N0B1,Canada,(416) 766-1616,https://www.junctioncraft.com/,-79.4794415,43.67295630000001
b80de1f8-1c9a-474a-b2de-553bfd735215,Kichesippi Beer Co.,micro,986 Baker St,,,Ottawa,Ontario,K1G 4L6,Canada,6137444777.0,https://www.kbeer.ca,,
f22972c5-ad12-4505-8382-1ad270c448e9,King's Town Beer Co.,micro,732 Arlington Park Pl,,,Kingston,Ontario,K7M 8L6,Canada,,http://kingstownbeerco.ca,,
c2f7d2c8-c197-4c7c-b4b3-f71f0f0b45dc,Kingston Brewing Company,brewpub,34 Clarence St,,,Kingston,Ontario,K7L 1W9,Canada,6135424978.0,https://www.kingstonbrewing.ca,,
64246a31-dd77-41ac-8c9d-e19537d2d930,Lake of Bays Brewing Company,micro,1076 Heritage Rd,,,Baysville,Ontario,P0B 1A0,Canada,7053624592.0,http://lakeofbaysbrewing.ca,,
0d1b5a48-ce0c-4427-90f3-0dd4ea434c0f,Lake of the Woods Brewing Company,micro,300 2nd St S,,,Kenora,Ontario,P9N 1G5,Canada,8074674256.0,https://www.lowbrewco.com,,
999f96a4-606b-413a-8690-7a514d854e1c,Lake on the Mountain Brewing Company,brewpub,1024 County Rd 7,,,Picton,Ontario,K0K 2T0,Canada,,http://lakeonthemountain.com,,
deae4bd7-911b-4aba-ba5c-70b7312954db,Lake Wilcox Brewing Co.,micro,55 Lake Dr S,,,Richmond Hill,Ontario,L4E 3B6,Canada,,http://www.lakewilcoxbrewing.com,,
103e60af-b3ad-4380-9aaa-ff195a98253d,Left Field Brewery,micro,36 Wagstaff Drive,,,Toronto,Ontario,M4L3W9,Canada,647-346-5001,https://www.leftfieldbrewery.ca/,-79.3303226,43.6738268
0ff7f193-b338-4346-9fe1-4904d5eb585a,Left Field Liberty Village,micro,40 Hanna Ave,,,Toronto,Ontario,M6K0C3,Canada,,https://www.leftfieldbrewery.ca/,-79.419892,43.63908869999999
caf2b8c6-7faa-4be7-86d8-22aaac79e521,Lock Street Brewing Co.,micro,10 Lock St,,,Thorold,Ontario,L2V 1X5,Canada,,http://www.carouselale.com,,
3324d3c6-8ab8-4089-a8a2-b723530245c9,London Brewing Co-Op,micro,521 Adelaide St N,,,London,Ontario,N6B 3H4,Canada,,http://londonbrewing.ca,,
aeb26a84-7ff2-402f-821d-15f4161d94fd,Longslice Brewery,micro,484 Front Street East,,,Toronto,Ontario,M5A0J1,Canada,(647) 479-2469,https://longslice.com/,-79.3546363,43.6537248
59dced0f-957a-427d-990f-4624198a06ee,Lost Craft,micro,837 Runnymede Road,,,Toronto,Ontario,M6N3V8,Canada,(416) 587-6753,https://lostcraft.ca/,-79.4833801,43.6699133
0797faf2-4242-48fe-932c-a3f72ad4165c,MacKinnon Brothers Brewing,micro,285 Gum Thicket Rd,,,Bath,Ontario,K0H 1G0,Canada,6133523822.0,http://www.mackinnonbrewing.com,,
6bc85f45-2909-42f9-be78-7325f72f37eb,Maclean's Ales,micro,292 10th St,,,Hanover,Ontario,N4N 1P4,Canada,,http://macleansales.ca,,
0986863f-eb29-4720-a0e4-e18fbaa8fa46,Maltaroma Brewery,micro,20 Melham Court,Suite 9,,Toronto,Ontario,M1B2T6,Canada,,,-79.24010910000001,43.810534700000005
9f449623-c52f-42ee-80c4-53ac4bbc9470,Manantler Craft Brewing Company,micro,36 Maitland St,,,Bowmanville,Ontario,L1C 1V1,Canada,,https://www.manantler.com,,
fe091d44-ae9c-4caa-af25-5ea23e04ed86,Market Brewing Company,micro,3091 Major Mackenzie Dr W,,,Vaughan,Ontario,L6A 0Y8,Canada,,https://marketbrewingco.com,,
f7c6acb3-95e9-4a03-8376-3e641ca7dec2,Mascot Brewery Downtown,micro,220 King Street West,,,Toronto,Ontario,M5H1K4,Canada,(647) 347-9553,http://www.mascotbrewery.com/,-79.387075,43.64743259999999
6e1c6d03-7cfb-4f72-9262-a9f0d05f02b1,Mash Paddle Brewing Co.,micro,14 Main St E,,,Delhi,Ontario,N4B 2L7,Canada,,http://mashpaddlebrewing.com,,
5fac08f8-8dfb-4e64-959c-da1795bea1aa,Merit Brewing,brewpub,1 James St S,,,Hamilton,Ontario,L8P 4R5,Canada,9053128978.0,http://www.meritbrewing.ca,,
db923822-948a-46ff-92b0-ede12e700bec,Mill Street Brew Pub & Beer Hall,brewpub,21 Tankhouse Lane,,,Toronto,Ontario,M5A3C4,Canada,(613) 567-2337,https://millstreetbrewery.com/,-79.358392,43.650379400000006
12acf7ce-b60b-47b4-9224-7b197d016268,Mill Street Brewery,micro,125 Bermondsey Road,,,Toronto,Ontario,M4A1X3,Canada,,https://millstreetbrewery.com/,-79.3128424,43.71855930000001
d4228116-ef84-4d6f-aee5-c5291f614f36,Molson Beverage Company,large,33 Carlingview Drive,,,Toronto,Ontario,M9W5E4,Canada,,https://www.molsoncoors.com/,-79.5878389,43.6748174
b29211cd-927c-41e6-a187-654294b7566a,Motor Craft Ales,micro,585 Janette Ave,,,Windsor,Ontario,N9A 4Z3,Canada,,http://thisismotor.com,,
5daf4b74-1754-46c0-947c-8b5f5b3c9ad6,Muskoka Brewery,micro,1964 Muskoka Beach Rd,,,Bracebridge,Ontario,P1L 1W9,Canada,7056457337.0,https://muskokabrewery.com,,
29eee524-07d3-40bd-9916-571ffff18b34,Neustadt Springs Brewery,micro,456 Jacob St,,,Neustadt,Ontario,N0G 2M0,Canada,5199993999.0,http://www.neustadtsprings.com,,
521d25b4-b11d-4901-be70-12ca5ea95ffc,New Limburg Brewing Co.,micro,298 Jarvis St,,,New Hamburg,Ontario,N3A 2H3,Canada,,http://newlimburg.com,,
90fc046e-fffe-41b7-97cb-4d1f6a975459,New Ontario Brewing Co.,micro,33 Main St E,,,North Bay,Ontario,P1B 1A8,Canada,7054944444.0,https://www.newontariobrewing.com,,
3002cf34-9c35-45c9-bcf1-66a22d4382e0,Niagara Brewing Company,brewpub,4915 Clifton Hill,,,Niagara Falls,Ontario,L2G 3N5,Canada,9053741500.0,https://niagarabrewingcompany.com,,
6383b293-d0ae-4b14-8e4d-c3564458cc72,Niagara College Teaching Brewery,micro,135 Taylor Rd,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056417777.0,https://www.ncteachingbrewery.ca,,
6f34181b-371f-4215-a66c-0a0d4e827428,Niagara Oast House Brewers,micro,2017 Niagara Stone Rd,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056825388.0,https://oasthousebrewers.com,,
4f767baa-9757-4f1c-a6e2-fa15f9e74985,Nickel Brook Brewing Co.,micro,8 Brant St,,,Burlington,Ontario,L7R 2G8,Canada,9053331144.0,https://nickelbrook.com,,
137997b0-ae23-4200-9d8b-d4c7d9cf4146,Nickel Brook Brewing Company - Etobicoke,micro,3-1589 The Queensway,,,Toronto,Ontario,M8Z5W9,Canada,(905) 681-2739,https://nickelbrook.com/,-79.5421725,43.6159879
f600779a-385a-4dff-99ec-55d2ac5dac10,Nita Beer Co.,micro,6 Antares Dr,,,Ottawa,Ontario,K2E 8A9,Canada,,https://nitabeer.com,,
26d0fcab-613c-428e-ae5f-52577152495d,Northern Superior Brewing Co.,micro,1431 Barton St,,,Thunder Bay,Ontario,P7B 5N3,Canada,,http://northernsuperior.org,,
d67450ad-0da8-4ab5-b8d1-3ada8824bfeb,Northwinds Brewery,micro,315 1st St,,,Collingwood,Ontario,L9Y 1B3,Canada,,http://northwindsbrewery.com,,
6400c947-79cf-40dc-b468-8fc5860e0f33,Old Credit Brewing Co.,brewpub,56 Lakeshore Rd W,,,Port Credit,Ontario,L5H 1E6,Canada,9052742739.0,http://www.oldcreditbrewing.com,,
f6e9d2ca-2759-427f-b85a-cb04e836cfc6,Old Flame Brewing Co - Distillery,micro,45 Tank House Lane,,,Toronto,Ontario,M5A3C4,Canada,(416) 360-1209,http://oldflamebrewingco.ca/,-79.3574592,43.65064910000002
7011c459-794e-4a97-9dbe-be7ba151b0c3,Old Flame Brewing Company,brewpub,20 King St E,,,Port Perry,Ontario,L9L 1B7,Canada,9059855554.0,http://www.oldflamebrewingco.ca,,
7e5456df-e948-4022-bdc1-a34084961ad5,Outlaw Brew Co.,micro,739 Turnberry St,,,Brussels,Ontario,N0G 1H0,Canada,,https://outlawbrewco.com,,
88a53bd9-a98d-401c-bbc0-513da853bcb7,Outspoken Brewing Co.,micro,140 Syndicate Ave N,,,Thunder Bay,Ontario,P7C 3V7,Canada,,https://www.outspokenbrewing.com,,
a85cdf02-459e-427f-af57-0c6273baf012,Parsons Brewing Company,micro,2274 County Rd 5,,,Bloomfield,Ontario,K0K 1G0,Canada,,https://www.parsonsbrewing.com,,
25f00ae1-f0fb-46d5-a0f5-454ddfe50a62,Perth Brewery,micro,134 Sherbrooke St E,,,Perth,Ontario,K7H 1B5,Canada,6132673830.0,http://perthbrewery.ca,,
7ee6d1d3-f769-40a8-903d-b29ee404b4fa,Prince Eddy's Brewing Co.,brewpub,7 King St,,,Picton,Ontario,K0K 2T0,Canada,,http://www.princeeddys.com,,
fd0777d1-706e-4813-8287-bd4441b82f3d,Publican House Brewery,brewpub,390 Ashburnham Dr,,,Peterborough,Ontario,K9J 6X7,Canada,7057499916.0,http://www.publicanhouse.com,,
803c11d3-12fd-44c8-b5b1-e2c40bd51ab5,Radical Road Brewing Company,micro,1177 Queen Street East,,,Toronto,Ontario,M4M1L5,Canada,(647) 794-7909,https://www.radicalroadbrew.com/,-79.3324073,43.66256059999999
3b00e5fa-6938-40c3-aeac-3ac0dcf12441,Railway City Brewing,micro,130 Edward St,,,St. Thomas,Ontario,N5P 1Y9,Canada,5196318768.0,http://www.railwaycitybrewing.com,,
5a58078e-e8e7-4796-ad87-1f1d26ad4272,Rainhard Brewing Company,micro,100 Symes Road Unit 108,,,Toronto,Ontario,M6N0A8,Canada,(416) 763-2337,https://rainhardbrewing.com/,-79.47900949999999,43.67260629999999
a011e909-7e76-4913-b046-39f5e1fd616b,Ramblin' Road Brewery Farm,micro,1080 Concession Rd 6,,,La Salette,Ontario,N0E 1H0,Canada,5198826161.0,http://www.ramblinroad.ca,,
1e1522fb-0563-402a-8039-c55ce2f416e4,Red Tape Brewery,micro,159 Main Street,,,Toronto,Ontario,M4E2V9,Canada,(416) 690-0007,https://www.redtapebrewery.com/,-79.2999074,43.6837254
9f86a148-5d72-441b-bfa6-dd2d7ece5bf1,Redline Brewhouse,brewpub,344 Huronia Rd,,,Barrie,Ontario,L4N 9A3,Canada,7053216226.0,http://www.redlinebrewhouse.com,,
ca48acd2-e532-4e87-b76a-07448813b989,Refined Fool Brewing Company,micro,517 Christina St N,,,Sarnia,Ontario,N7T 5W6,Canada,5197720900.0,https://www.refinedfool.com,,
466d6b22-e705-4023-8260-949717b01bcf,Rorschach Brewing Co,micro,1001 Eastern Avenue,,,Toronto,Ontario,M4L1A8,Canada,(416) 901-3233,https://www.rorschachbrewing.com/,-79.31989350000002,43.66342749999999
1d00f902-7806-48e9-9459-fc69c4a0ad29,Royal City Brewing Co.,micro,1 Printing Press Pl,,,Guelph,Ontario,N1H 0A6,Canada,5194219676.0,http://www.royalcitybrew.ca,,
4b7f3f9d-067e-4a73-b6de-a477cfea3236,Samara Brewing,micro,90 Cawthra - Unit 101,,,Toronto,Ontario,M6N3C2,Canada,(905) 841-4862,https://samarabrewing.com/,-79.46462,43.67083
178ed2f5-27e8-493d-95de-cecce2767793,Sawdust City Brewing Company,micro,201 Minerva Ave,,,Gravenhurst,Ontario,P1P 1H7,Canada,7056874065.0,https://www.sawdustcitybrewing.com,,
36cc6516-ac08-47ae-934d-c61c7ff743fa,Shawn & Ed Brewing Co.,micro,1 Barton St E,,,Hamilton,Ontario,L8L 2V6,Canada,,http://lagershed.com,,
abcecd97-2bfd-4f01-8007-8a5aefc62810,Side Launch Brewing Company,micro,11 Townsend Terrace,,,Collingwood,Ontario,L9Y 0G2,Canada,7054451099.0,https://www.sidelaunchbrewing.com,,
